Value,City,Country,Latitude,Longitude
223086,Portoviejo,Ecuador,-1.1,-80.5
222673,Puerto Princesa,Philippines,10,118.8
222619,Thanjavur,India,10.8,79.1
222556,Isparta,Turkey,37.8,30.6
222544,al-Dschubail,Saudi-Arabia,27,49.4
222516,Atirau,Kazakhstan,47.1,51.9
222479,Ageo,Japan,36,139.6
222330,Sandakan,Malaysia,5.8,118.1
222226,Ciudad de Formosa,Argentina,-26.2,-58.2
222071,Takarazuka,Japan,34.8,135.4
222065,Blagoveshchensk (Amurskaya oblast),Russia,50.3,127.5
222058,Krefeld,Germany,51.3,6.6
222035,Saskatoon,Canada,52.1,-106.7
221875,Murwara (Katni),India,23.8,80.4
221814,Najafabad,Iran,32.6,51.4
221762,Naihati,India,22.9,88.4
221520,Badalona,Spain,41.4,2.2
221334,Sambhal,India,28.6,78.6
221178,Olongapo,Philippines,14.8,120.3
221174,Tacloban,Philippines,11.3,125
221122,Manta,Ecuador,-1,-80.7
221062,Phayao,Thailand,19.2,100.2
221000,Jimeta,Nigeria,9.3,12.5
220962,Palangkaraya,Indonesia,-2.2,113.9
220651,Talca,Chile,-35.4,-71.6
220599,Presidente Prudente,Brazil,-22.1,-51.4
220389,ech,Mexico,19.8,-90.5
220286,Freiburg im Breisgau,Germany,48,7.8
220250,Itapevi,Brazil,-23.6,-47
220143,Guanare,Venezuela,9,-69.7
219941,Velikiy Novgorod,Russia,58.5,31.3
219915,Amol,Iran,36.5,52.3
219901,Mirpur Khas,Pakistan,25.5,69
219878,Meru,Kenya,0,37.6
219749,Maracanaú,Brazil,-3.8,-38.6
219629,Jaleeb Al-Shuykh,Kuwait,29.2,47.9
219467,Babol,Iran,36.5,52.7
219053,Chōfu,Japan,35.7,139.5
219000,Taloqan,Afghanistan,36.7,69.5
218991,Varamin,Iran,35.3,51.7
218925,Itabuna,Brazil,-14.8,-39.3
218643,Dumai,Indonesia,1.7,101.4
218472,Beni Suef,Egypt,29.1,31.1
218275,Khimki,Russia,55.9,37.4
218150,Nadiad,India,22.7,72.9
218130,Çorum,Turkey,40.6,35
217494,Gangneung,Republic of Korea,37.8,128.9
217365,Guantánamo,Cuba,20.1,-75.2
217062,Probolinggo,Indonesia,-7.8,113.2
216981,Greater Hobart,Australia,-42.9,147.3
216825,Bobruisk,Belarus,53.1,29.2
216776,Puerto Montt,Chile,-41.5,-72.9
216724,Oruro,Bolivia,-18,-67.1
216637,José C. Paz,Argentina,-34.5,-58.8
216628,Yamunanagar,India,30.1,77.3
216626,Chingola,Zambia,-12.5,27.9
216588,Juazeiro,Brazil,-9.4,-40.5
216083,English Bazar,India,25,88.1
215780,Biisk,Russia,52.5,85.2
215745,Kuching,Malaysia,1.6,110.3
215636,Mergui,Myanmar,12.5,98.6
215636,Ternopol,Ukraine,49.6,25.6
215610,Mabalacat,Philippines,15.2,120.6
215377,Tampere,Finland,61.5,23.8
215293,Çorlu,Turkey,41.2,27.8
215271,Monclova,Mexico,26.8,-101.4
215178,La Paz,Mexico,24.1,-110.3
215050,Sungai Petani,Malaysia,5.6,100.5
214851,Qena,Egypt,26.2,32.7
214830,Santa Luzia,Brazil,-22.2,-45.9
214798,Turmero,Venezuela,10.2,-67.5
214414,Eluru,India,16.7,81.1
214237,Boise,USA,43.6,-116.2
214114,Richmond,USA,37.5,-77.5
214049,Ōta,Japan,36.3,139.4
214000,Bida,Nigeria,9.1,6
213777,Ashdod,Israel,31.8,34.7
213708,San Bernardino,USA,34.1,-117.3
213581,Antakya,Turkey,36.2,36.2
213110,Boma,Democratic Republic of the Congo,-5.8,13.1
213101,Munger,India,25.4,86.5
212968,Pyatigorsk,Russia,44.1,43.1
212958,Lübeck,Germany,53.9,10.7
212744,Abadan,Iran,30.3,48.3
212533,Nogales,Mexico,31.3,-111
212527,Hortolândia,Brazil,-22.9,-47.2
212378,Kustanai,Kazakhstan,53.2,63.6
212283,Envigado,Colombia,6.2,-75.6
212253,Barishal,Bangladesh,22.4,90.4
212152,Lanús,Argentina,-34.7,-58.4
212113,Birmingham,USA,33.5,-86.8
212012,Nukus,Uzbekistan,42.5,59.6
211968,Santa Clara,Cuba,22.4,-80
211966,Petah Tiqwa,Israel,32.1,34.9
211943,Kyzylorda,Kazakhstan,44.8,65.5
211884,Brăila,Romania,45.3,28
211825,Engels,Russia,51.5,46.1
211774,Kamphaeng Phet,Thailand,16.5,99.5
211718,Rondonópolis,Brazil,-16.4,-54.7
211644,Lutsk,Ukraine,50.7,25.3
211611,Pucallpa,Peru,-8.4,-74.6
211608,Cajamarca,Peru,-6.5,-78.8
211453,Higüey,Dominican Republic,18.6,-68.7
211266,Coro,Venezuela,11.4,-69.7
211184,Trieste,Italy,45.7,13.8
210721,Spokane,USA,47.7,-117.4
210699,Zinder,Niger,13.8,9
210546,Dehiwala-Mount Lavinia,Sri Lanka,6.8,79.9
210358,Rochester,USA,43.2,-77.6
210218,Dourados,Brazil,-22.3,-54.8
210175,Panchkula,India,30.7,76.9
210146,Sidi Bel Abbès,Algeria,35.2,-0.6
209962,Kielce,Poland,50.9,20.6
209742,Armavir,Russia,45,41.1
209473,Phan Thiết,Vietnam,10.9,108.1
209438,Guatire,Venezuela,10.5,-66.5
209170,Eindhoven,Netherlands,51.4,5.5
209097,Oberhausen,Germany,51.5,6.8
209012,Capiatá,Paraguay,-25.4,-57.4
209000,Potiskum,Nigeria,11.7,11.1
208411,Desamparados,Costa Rica,9.9,-84.1
208386,Toruń,Poland,53,18.6
208266,Chungju,Republic of Korea,37,127.9
208080,Puerto Cabello,Venezuela,10.5,-68
207510,Des Moines,USA,41.6,-93.6
207421,Raichur,India,16.2,77.4
207317,Kamoke,Pakistan,32,74.2
207314,Tsukuba,Japan,36.2,140.1
207299,Kimchaek,Democratic People's Republic of Korea,40.7,129.2
207178,Rennes,France,48.1,-1.7
207036,Rio Grande,Brazil,-32,-52.1
206990,Belaya Tserkov,Ukraine,49.8,30.1
206973,Cachoeiro de Itapemirim,Brazil,-20.8,-41.2
206946,El Tigre,Venezuela,8.9,-64.2
206923,Kharagpur,India,22.3,87.3
206818,Numazu,Japan,35.1,138.9
206610,Tuluá,Colombia,4.1,-76.2
206500,Jalalabad,Afghanistan,34.4,70.4
206490,Pakdasht,Iran,35.5,51.7
206440,Chiniot,Pakistan,31.7,73
206250,Chachoengsao,Thailand,13.7,101.1
206175,Jōetsu,Japan,37.2,138.3
206081,Buenavista,Mexico,19.4,-99.1
206070,Kimberley,South Africa,-28.7,24.8
206023,Prokopyevsk,Russia,53.9,86.7
205933,Acarigua,Venezuela,9.6,-69.2
205683,Alvorada,Brazil,-29.9,-51
205567,Taiping,Malaysia,4.9,100.7
205557,Hobart,Australia,-42.9,147.3
205456,Chai Nat,Thailand,15.1,100.1
205276,La Serena,Chile,-29.9,-71.3
205183,Carora,Venezuela,10.2,-70.1
205112,Chaiyaphum,Thailand,15.8,102
205100,Debrecen,Hungary,47.5,21.6
205062,Pskov,Russia,57.8,28.3
205059,Akyab,Myanmar,20.1,92.9
205000,Ajman,United Arab Emirates,25.4,55.5
205000,Loburo,Nigeria,6.8,3.4
204949,Biratnagar,Nepal,26.5,87.3
204933,Modesto,USA,37.7,-121
204895,Cà Mau,Vietnam,9,105.1
204880,Erfurt,Germany,51,11
204870,Padua,Italy,45.4,11.9
204853,Kumagaya,Japan,36.1,139.4
204690,Karshi,Uzbekistan,38.9,65.8
204667,Criciúma,Brazil,-28.7,-49.4
204661,Biskra,Algeria,34.9,5.7
204635,REYKJAVIK,Iceland,64.1,-21.9
204486,Cabo Frio,Brazil,-22.8,-42
204477,Oradea,Romania,47.1,21.9
204412,Mỹ Tho,Vietnam,10.4,106.3
204408,Fayetteville,USA,35.1,-79
204336,Panvel,India,19,73.1
204331,Icheon,Republic of Korea,37.3,127.4
204268,Mainz,Germany,50,8.3
204240,Isesaki,Japan,36.3,139.2
204000,WELLINGTON,New Zealand,-41.3,174.8
203874,Butembo,Democratic Republic of the Congo,0.1,29.3
203866,"Pingtung
","Taiwan
",22.7,120.5
203813,Kuala Terengganu,Malaysia,5.3,103.1
203731,Hạ Long,Vietnam,21.1,107.5
203600,Puli Khumri,Afghanistan,36,68.7
203469,Toamasina,Madagascar,-18.2,49.4
203446,Tacoma,USA,47.3,-122.5
203431,Rostock,Germany,54.1,12.1
203428,Vantaa,Finland,60.3,25
203342,Puerto Vallarta,Mexico,20.6,-105.2
203142,Nong Bua Lam Phu,Thailand,17.2,102.4
203116,Deoghar,India,24.5,86.7
203111,Lobito,Angola,-12.4,13.6
203007,Oxnard,USA,34.2,-119.2
203003,Fontana,USA,34.1,-117.5
202938,Oviedo,Spain,43.4,-5.8
202826,Ongole,India,15.5,80.1
202824,Columbus,USA,32.5,-84.9
202735,Adıyaman,Turkey,37.8,38.3
202714,al-Jinaina,Sudan,13.5,22.5
202672,Tapachula,Mexico,14.9,-92.3
202370,Aberdeen,United Kingdom,57.2,-2.1
202360,Kabwe,Zambia,-14.4,28.5
202325,Bayamón,Puerto Rico,18.4,-66.2
202221,Rio Verde,Brazil,-17.8,-51
202033,Taranto,Italy,40.5,17.2
202014,Falloujah,Iraq,33.4,43.8
202009,Chapecó,Brazil,-27.1,-52.6
202000,Gusau,Nigeria,12.2,6.7
202000,Iwo,Nigeria,7.6,4.2
201912,Abha,Saudi-Arabia,18.2,42.5
201868,Ciudad de Neuquén,Argentina,-39,-68.1
201557,Itajaí,Brazil,-26.9,-48.7
201466,Phitsanulok,Thailand,16.8,100.3
201373,Charleroi,Belgium,50.4,4.4
201332,Montgomery,USA,32.3,-86.3
201186,Gliwice,Poland,50.3,18.7
201183,İskenderun,Turkey,36.6,36.2
201175,Moreno Valley,USA,33.9,-117.2
201096,Kuito,Angola,-12.4,16.9
200958,al-Chardsch,Saudi-Arabia,24.6,46.7
200958,Khoy,Iran,38.6,45
200883,Yamoussoukro,Côte d'Ivoire,6.8,-5.3
200772,Talisay,Philippines,10.2,123.8
200746,Nandyal,India,15.5,78.5
200545,Sabadell,Spain,41.5,2.1
200538,Kishiwada,Japan,34.5,135.4
200524,Jayapura,Indonesia,-2.5,140.7
200506,Morena,India,26.5,78
200481,Saveh,Iran,35,50.3
200327,Shreveport,USA,32.5,-93.8
200315,Tottori,Japan,35.5,134.2
200271,Burgas,Bulgaria,42.5,27.5
200059,Podolsk,Russia,55.4,37.5
199963,Aurora,USA,41.8,-88.3
199956,Yangju,Republic of Korea,37.8,127
199817,Terrassa,Spain,41.6,2
199791,Bojnurd,Iran,37.5,57.3
199766,Yonkers,USA,40.9,-73.9
199750,Sobral,Brazil,-3.7,-40.4
199662,Maradi,Niger,13.5,7.1
199627,Banjarbaru,Indonesia,-3.5,114.8
199374,Kōfu,Japan,35.7,138.6
199303,Coquimbo,Chile,-30,-71.3
199219,Bytom,Poland,50.3,18.9
199154,Meycauayan,Philippines,14.8,121
199057,Sibu,Malaysia,2.3,111.8
198841,Odawara,Japan,35.3,139.2
198836,Osmaniye,Turkey,37.1,36.3
198819,Móstoles,Spain,40.3,-3.9
198750,Pamplona,Spain,42.8,-1.6
198565,Kaolack,Senegal,14.2,-16.1
198413,Rio Claro,Brazil,-22.3,-47.7
198383,Cabo de Santo Agostinho,Brazil,-8.3,-35
198285,Bahir Dar,Ethiopia,11.6,37.4
198100,Akron,USA,41.1,-81.5
197869,Sullana,Peru,-4.9,-80.7
197735,Sadiqabad,Pakistan,28.3,70.1
197662,Bhiwani,India,28.8,76.1
197575,Huntington Beach,USA,33.7,-118
197551,Thanh Hóa,Vietnam,20.1,105.3
197450,Kokand,Uzbekistan,40.5,70.9
197449,Tocuyito,Venezuela,10.1,-68.1
197437,Suzuka,Japan,34.8,136.6
197398,Abomey,Benin,7.2,2
197392,Kramatorsk,Ukraine,48.7,37.5
197382,Porbandar,India,21.6,69.6
197369,Palakkad,India,10.8,76.7
197359,Rybinsk,Russia,58.1,38.8
197357,Little Rock,USA,34.7,-92.4
197351,Anand,India,22.6,73
197350,Augusta,USA,33.4,-82.1
197307,Dodoma,Tanzania,-6.2,35.8
197216,Ciudad Madero,Mexico,24.3,-98.8
197211,Purnia,India,25.8,87.5
197165,Subang Jaya,Malaysia,3.1,101.6
196954,Rason,Democratic People's Republic of Korea,42.3,130.4
196918,Balakovo,Russia,52,47.8
196913,Be'er Sheva,Israel,31.3,34.8
196800,Kutaisi,Georgia,42.3,42.7
196621,Loum,Cameroon,4.7,9.7
196524,Parakou,Benin,9.3,2.6
196515,Kusong,Democratic People's Republic of Korea,40,125.2
196429,Amarillo,USA,35.2,-101.8
196305,Obuasi,Ghana,6.2,-1.7
196150,Geneva,Switzerland,46.2,6.1
196050,Qaem shahr,Iran,36.5,52.9
196021,Glendale,USA,34.2,-118.2
195875,Matsue,Japan,35.5,133.1
195844,Hitachi,Japan,36.6,140.7
195733,Hebron,Palestine,31.5,35.1
195675,Myingyan,Myanmar,21.5,95.4
195620,Passo Fundo,Brazil,-28.6,-52
195363,Baharampur,India,22.8,88.3
195296,San-Pedro,Côte d'Ivoire,4.7,-6.6
195222,Bushehr,Iran,28.9,50.8
195104,Yuzhno-Sakhalinsk,Russia,47,142.7
194976,Dosquebradas,Colombia,4.9,-75.7
194919,Dudley,United Kingdom,52.5,-2.1
194899,Mobile,USA,30.7,-88.1
194775,Osan,Republic of Korea,37.1,127.1
194537,Guri,Republic of Korea,37.6,127.1
194532,Monywa,Myanmar,22.1,95.1
194488,Itami,Japan,34.8,135.4
194461,Tébessa,Algeria,35.4,8.1
194313,Tarija,Bolivia,-21.5,-64.7
194094,Petropavlovsk (Severo- Kazakhstanskaya oblast),Kazakhstan,54.9,69.2
194087,Kassel,Germany,51.3,9.5
194009,Guacara,Venezuela,10.2,-67.9
193983,Al Khor,Qatar,25.7,51.5
193931,Sohag,Egypt,26.6,31.7
193629,Mutare,Zimbabwe,-19,32.6
193563,DILI,Timor-Leste,-8.6,125.6
193370,Tarakan,Indonesia,3.3,117.6
193350,Nishitōkyō,Japan,35.7,139.6
193302,Almere,Netherlands,52.4,5.3
193240,Tall Afar,Iraq,36.4,42.5
193212,Zabrze,Poland,50.3,18.8
193127,Groningen,Netherlands,53.2,6.6
193093,Kırıkkale,Turkey,39.8,33.5
192756,Regina,Canada,50.5,-104.6
192680,Hyesan,Democratic People's Republic of Korea,41.4,128.2
192294,Grand Rapids,USA,43,-85.7
192008,Yamaguchi,Japan,34.2,131.5
191826,al-Tuqba,Saudi-Arabia,26.3,50.2
191764,Barrancabermeja,Colombia,7.1,-73.9
191662,Araçatuba,Brazil,-21.2,-50.4
191619,Georgetown,Malaysia,5.4,100.3
191588,Qarchak,Iran,35.4,51.6
191297,Uji,Japan,34.9,135.8
191218,San Andres de Tumaco,Colombia,1.8,-78.8
191200,Ormoc,Philippines,11,124.6
191180,Salt Lake City,USA,40.8,-111.9
191139,Luziânia,Brazil,-16.3,-47.9
190708,Netanya,Israel,32.3,34.9
190513,Severodvinsk,Russia,64.6,39.8
190420,Shah Alam,Malaysia,3.1,101.5
190184,Batu,Indonesia,-7.9,112.5
190064,Altay,China,47.8,88.1
190000,Yenagoa,Nigeria,4.9,6.4
189863,Newcastle upon Tyne,United Kingdom,55,-1.6
189742,Chongju,Democratic People's Republic of Korea,39.7,125.2
189660,Hurghada,Egypt,27.3,33.8
189502,Ussuriisk,Russia,43.8,132
189474,Northampton,United Kingdom,52.2,-0.9
189453,San Pablo de las Salinas,Mexico,19.4,-99.1
189233,Santa Bárbara d'Oeste,Brazil,-22.8,-47.4
189072,Muene-Ditu,Democratic Republic of the Congo,-7,23.5
188986,Burewala,Pakistan,30.2,72.7
188968,Linz,Austria,48.3,14.3
188863,Bạc Liêu,Vietnam,9.3,105.5
188430,Yanbu’ al-Bahr,Saudi-Arabia,24,38.2
188337,Aydın,Turkey,37.8,27.8
188295,Seleyang Baru,Malaysia,3.3,101.7
188278,Morvi,India,22.8,70.8
188013,Lauro de Freitas,Brazil,-12.9,-38.3
188003,Cartagena,Spain,37.6,-1
187711,Higashihiroshima,Japan,34.4,132.8
187567,Brescia,Italy,45.5,10.2
187442,Klaipėda,Lithuania,55.7,21.1
187405,Hải Dương,Vietnam,20.9,106.3
187251,Chilpancingo,Mexico,17.6,-99.5
187185,Orai,India,26,79.5
187106,Marawi,Philippines,8,124.3
187098,Jessore,Bangladesh,23.2,89.2
187087,Jerez de la Frontera,Spain,36.7,-6.1
187056,Portsmouth,United Kingdom,50.8,-1.1
186895,Castanhal,Brazil,-1.3,-47.9
186852,Pagadian,Philippines,7.8,123.4
186525,El Oued,Algeria,33.4,6.8
186462,Singkawang,Indonesia,0.9,109
186460,Korolev (Moskovskaya oblast),Russia,55.9,37.8
186411,Tallahassee,USA,30.5,-84.3
186262,Pasuruan,Indonesia,-7.6,112.9
186254,Huntsville,USA,34.8,-86.5
186241,Bahraich,India,27.6,81.6
186000,Thái Bình,Vietnam,20.4,106.3
185996,Hagen,Germany,51.3,7.5
185937,Podgorica,Montenegro,42.4,19.3
185925,Sikar,India,27.6,75.1
185925,San Francisco de Macoris,Dominican Republic,19.3,-70.3
185895,Vellore,India,12.9,79.1
185865,Hirosaki,Japan,40.6,140.4
185829,Kodaira,Japan,35.7,139.5
185705,Ternate,Indonesia,0.8,127.4
185623,Sirjan,Iran,29.5,55.7
185574,Liège,Belgium,50.6,5.6
185543,Luton,United Kingdom,51.9,-0.4
185242,Poza Rica,Mexico,20.5,-97.4
185204,Mytishchi,Russia,55.9,37.8
185190,Singrauli,India,24.2,82.7
184940,Angra dos Reis,Brazil,-23,-44.3
184836,Preston,United Kingdom,53.8,-2.7
184661,Santander,Spain,43.5,-3.8
184655,Yachiyo,Japan,35.7,140.1
184506,Milton Keynes,United Kingdom,52,-0.8
184470,Holon,Israel,32,34.8
184460,Nova Friburgo,Brazil,-22.3,-42.5
184252,Khammam,India,17.2,80.2
184239,Kota Sorong,Indonesia,-0.9,131.3
184133,Mahesana,India,23.6,72.4
184105,Silchar,India,24.8,92.8
184000,Ughelli,Nigeria,5.5,6
183859,6th of October City,Egypt,30,30.9
183656,Limassol,Cyprus,34.7,33
183549,Kabinda,Democratic Republic of the Congo,-6.1,24.5
183383,Sambalpur,India,21.5,84
183372,Grand Prairie,USA,32.7,-97
183352,Parauapebas,Brazil,-6.1,-49.9
183274,Rewa,India,24.5,81.3
183270,Knoxville,USA,36,-83.9
183269,Saint-Louis,Senegal,16,-16.5
183037,Fergana,Uzbekistan,40.4,71.8
182903,Skikda,Algeria,36.9,6.9
182800,Portmore,Jamaica,18,-76.9
182767,Moca,Dominican Republic,19.4,-70.5
182563,Las Heras,Argentina,-32.8,-68.8
182563,Godoy Cruz,Argentina,-32.9,-68.8
182544,Ferraz de Vasconcelos,Brazil,-23.5,-46.3
182544,Worcester,USA,42.3,-71.8
182526,Águas Lindas de Goiás,Brazil,-15.7,-48.3
182350,Ilhéus,Brazil,-14.8,-39
182263,Kushiro,Japan,43,144.5
182201,Legazpi,Philippines,13.1,123.7
182020,Newport News,USA,37.1,-76.5
181900,Iquique,Chile,-20.2,-70.1
181860,Brownsville,USA,26,-97.5
181702,Donostia,Spain,43.3,-2
181556,Valencia,Philippines,7.9,125.1
181418,Tunja,Colombia,5.5,-73.3
181260,Overland Park,USA,38.9,-94.7
181210,Tilburg,Netherlands,51.6,5.1
181100,Miskolc,Hungary,48.1,20.8
180900,Anseong,Republic of Korea,37,127.3
180797,Mitaka,Japan,35.7,139.6
180702,Petropavlovsk-Kamchatsky,Russia,53,158.7
180617,Loja,Ecuador,-4,-79.2
180600,Mukdahan,Thailand,16.6,104.5
180454,Shibin El Kom,Egypt,30.6,31
180414,Uşak,Turkey,38.7,29.4
180353,Reggio Calabria,Italy,38.1,15.6
180180,Antsirabe,Madagascar,-19.9,47
180000,Waw,Sudan,7.7,28
179992,Reims,France,49.3,4
179937,Amadora,Portugal,38.8,-9.2
179755,Kitale,Kenya,1,35
179745,Santa Teresa del Tuy,Venezuela,10.3,-66.7
179735,Fuenlabrada,Spain,40.3,-3.8
179697,Barra Mansa,Brazil,-22.5,-44.2
179689,Geelong,Australia,-38.1,144.4
179602,Alcalá de Henares,Spain,40.5,-3.4
179590,Santa Clarita,USA,34.4,-118.5
179526,Taunggyi,Myanmar,20.8,97
179482,Hino,Japan,35.7,139.4
179352,Izumi,Japan,34.5,135.4
179274,Kragujevac,Serbia,44,20.9
178965,Takaoka,Japan,36.8,137
178915,Tiaret,Algeria,35.4,1.3
178884,Lyubertsy,Russia,55.7,37.9
178846,Turku,Finland,60.5,22.3
178538,Ambato,Ecuador,-1.2,-78.6
178526,Vila Nova de Gaia,Portugal,41.1,-8.6
178517,San Fernando de Apure,Venezuela,7.9,-67.5
178363,Norilsk,Russia,69.3,88.2
178205,Syzran,Russia,53.2,48.5
178192,Split,Croatia,43.5,16.4
178148,Padang Sidempuan,Indonesia,1.4,99.3
178021,Trondheim,Norway,63.4,10.4
178020,Birjand,Iran,32.9,59.2
178000,Dutse,Nigeria,11.7,9.4
177994,Providence,USA,41.8,-71.4
177971,Botshabelo,South Africa,-29.2,26.7
177944,Tuy Hòa,Vietnam,13.1,109.3
177798,Āwassa,Ethiopia,7.1,38.5
177658,Unnao,India,26.5,80.5
177588,Baní,Dominican Republic,18.3,-70.3
177563,Moratuwa,Sri Lanka,6.8,79.9
177219,Bielsko-Biała,Poland,49.8,19.1
177209,Hugli-Chinsurah,India,22.9,88.4
177201,Saarbrücken,Germany,49.2,7
177169,Benguela,Angola,-12.6,13.4
177087,Bacău,Romania,46.6,26.9
177011,Prachuap Khiri Khan,Thailand,11.8,99.8
177009,Salmiya,Kuwait,29.3,48.1
177000,Owo,Nigeria,7.2,5.6
176973,Guarapuava,Brazil,-25.4,-51.5
176909,MANAMA,Bahrain,26.2,50.6
176851,Split,Croatia,43.5,16.4
176713,Kumilla,Bangladesh,23.5,91.2
176525,Mangaung,South Africa,-29.1,26.2
176504,Aksaray,Turkey,38.4,34
176370,Ube,Japan,34,131.2
176349,Việt Trì,Vietnam,21.3,105.4
176139,Béjaïa,Algeria,36.8,5.1
176048,Hamm,Germany,51.7,7.8
176046,Anjō,Japan,35,137.1
176000,Ikare,Nigeria,7.5,5.8
175675,Phetchaburi,Thailand,13,99.6
175670,Gregorio de Laferrere,Argentina,-34.8,-58.6
175639,Tachikawa,Japan,35.7,139.4
175502,Modena,Italy,44.6,10.9
175497,Le Havre,France,49.5,0.1
175455,Jacobabad,Pakistan,28.3,68.4
175178,Zlatoust,Russia,55.2,59.7
175140,Garden Grove,USA,33.8,-118
175103,San Carlos,Philippines,15.9,120.3
175047,Raiganj,India,25.6,88.1
175000,Yola,Nigeria,9.2,12.5
174974,Nossa Senhora do Socorro,Brazil,-10.9,-37.1
174931,Naga,Philippines,13.6,123.2
174619,Miri,Malaysia,4.4,114
174589,Isiro,Democratic Republic of the Congo,2.8,27.6
174493,Kamensk-Uralsky,Russia,56.4,61.9
174472,Lubuklinggau,Indonesia,-3.3,102.9
174436,Leganés,Spain,40.3,-3.8
174433,Banda Aceh,Indonesia,5.6,95.3
174402,Phusro,India,23.8,86
174402,Temirtau,Kazakhstan,50.1,73
174364,Panabo,Philippines,7.3,125.7
174355,Adityapur,India,22.8,86.2
174230,Carúpano,Venezuela,10.7,-63.2
174164,Alappuzha,India,9.5,76.3
174139,Muridike,Pakistan,31.8,74.3
174080,Ayacucho,Peru,-13.9,-74
174047,Norwich,United Kingdom,52.6,1.3
173960,Basel,Switzerland,47.6,7.6
173936,Pilsen,Czech Republic,49.7,13.4
173922,Sóc Trăng,Vietnam,9.6,106
173837,Bitung,Indonesia,1.1,124.6
173761,Tomakomai,Japan,42.6,141.6
173625,Korhogo,Côte d'Ivoire,9.5,-5.6
173588,Kamakura,Japan,35.3,139.6
173531,Tlemcen,Algeria,34.9,-1.3
173366,Chattanooga,USA,35.1,-85.2
173350,Olsztyn,Poland,53.8,20.5
173100,Afyonkarahisar,Turkey,38.8,30.5
173000,Gwagwalada,Nigeria,8.9,7.1
172919,Chicoloapan de Juárez,Mexico,19.4,-99.1
172794,Oceanside,USA,33.2,-117.3
172778,Calbayog,Philippines,12.1,124.6
172728,Carolina,Puerto Rico,18.4,-66
172638,Jackson,USA,32.3,-90.2
172583,Iwata,Japan,34.7,137.9
172499,Prato,Italy,43.9,11.1
172402,São José de Ribamar,Brazil,-2.6,-44.1
172389,Fort Lauderdale,USA,26.1,-80.1
172339,Muzaffargarh,Pakistan,30.1,71.2
172275,Phetchabun,Thailand,16.3,101.1
172213,Ilam,Iran,33.6,46.4
172137,Saint-Paul,Réunion,-21,55.3
172110,Castellon de la Plana,Spain,40,-0.1
171990,Santa Rosa,USA,38.4,-122.7
171932,Ibirité,Brazil,-20,-44.1
171916,Chincha Alta,Peru,-13.4,-76.1
171824,Townsville,Australia,-19.3,146.8
171824,La Victoria,Venezuela,10.2,-67.3
171773,Pointe-à-Pitre,Guadeloupe,16.2,-61.5
171482,Teresópolis,Brazil,-22.4,-43
171472,Sakura,Japan,35.7,140.2
171386,Rancho Cucamonga,USA,34.1,-117.6
171284,Alexandra,South Africa,-26.1,28.1
171282,Lambaré,Paraguay,-25.3,-57.6
171260,Saint-Étienne,France,45.4,4.4
171200,Charikar,Afghanistan,35,69.2
171081,Novocherkassk,Russia,47.4,40.1
171056,Chimoio,Mozambique,-19.1,33.5
171016,Port St. Lucie,USA,27.3,-80.4
170994,Walsall,United Kingdom,52.6,-2
170986,Imabari,Japan,34.1,133
170964,Madiun,Indonesia,-7.6,111.5
170931,Dawei,Myanmar,14.1,98.2
170771,Girón,Colombia,7.1,-73.1
170751,Huánuco,Peru,-9.9,-76.2
170715,Piraeus,Greece,38,23.6
170600,Bukand,Iran,36.5,46.2
170576,Braga,Portugal,41.5,-8.4
170473,Mesquita,Brazil,-22.8,-43.4
170426,Bahadurgarh,India,28.7,76.9
170332,Salatiga,Indonesia,-7.3,110.5
170327,Odense,Denmark,55.4,10.4
170263,Baranovichi,Belarus,53.1,26
170189,Volgodonsk,Russia,47.5,42.2
170008,Machilipatnam,India,16.2,81.1
169927,Ouargla,Algeria,32,5.3
169571,Matsusaka,Japan,34.6,136.5
169482,Kumbo,Cameroon,6.2,10.7
169466,Ciudad del Carmen,Mexico,21.9,-102.3
169384,Miyakonojō,Japan,31.7,131.1
169333,Rae Bareli,India,26.2,81.3
169201,Hadano,Japan,35.4,139.2
169013,Jalpaiguri,India,26.5,88.7
169000,El-Aaiún,Western Sahara,27.1,-13.2
168880,Khan Yunis,Palestine,31.4,34.3
168729,Bharuch,India,21.7,73
168720,Chalco de Díaz Covarrubias,Mexico,19.3,-98.9
168655,Abakan,Russia,53.7,91.4
168518,Edéa,Cameroon,3.8,10.1
168485,Pathankot,India,32.3,75.6
168443,Hoshiarpur,India,31.5,75.9
168228,Tempe,USA,33.4,-111.9
168188,Obihiro,Japan,42.9,143.2
168180,Huichon,Democratic People's Republic of Korea,40.2,126.3
168009,Andong,Republic of Korea,36.6,128.7
167986,Baramula,India,34.2,74.4
167962,Burgos,Spain,42.3,-3.7
167960,Kigoma,Tanzania,-4.9,29.7
167958,Tanjung Pinang,Indonesia,-3.8,103.6
167895,Apartadó,Colombia,7.8,-76.7
167850,Samarra,Iraq,34.2,43.9
167666,Kabankalan,Philippines,10,122.8
167555,Berazategui,Argentina,-34.8,-58.2
167527,Bournemouth,United Kingdom,50.7,-1.9
167500,Ontario,USA,34,-117.6
167451,Bo,Sierra Leone,8,-11.7
167419,İnegöl,Turkey,40.1,29.5
167405,Vancouver,USA,45.6,-122.6
167281,Maikop,Russia,44.6,40.1
167176,Araguaína,Brazil,-7.2,-48.2
166893,Piteşti,Romania,44.9,24.9
166782,Sukhothai,Thailand,17,99.8
