Latitude,Longitude
45.2,41.4
53.8,32.4
-6,-37.6
50.6,34.6
21.6,-101
51.6,-113.6
35.8,-108.6
27,109.2
49.4,143.2
43,69.4
13,79.2
49,-85.8
44.6,-80
40.2,-111.6
-21.6,-42.8
13.2,-88.6
44.8,-91.6
-5.8,-47.2
-9.2,-36
41.4,71.8
46,-100.8
56,8.2
18.6,-70.4
-28,-63.6
34.6,50
57.2,36
57.2,53
35.8,-77
32.6,73
65.6,150.8
43.6,19.4
33,-108.8
34.6,137.8
49.6,31
52.2,35.6
-17.6,-48.2
53.8,77.6
52,116.8
41.4,27
9.4,15
38.4,115
53.8,-166.6
53.8,23
42.8,-85
38.2,127.8
9.2,-66
-33.8,148.6
55.4,-117.4
47,42.4
55.8,25.6
-16.4,133.4
34,-7
-16.4,-47.8
-2,110
32.8,-107.6
6.6,101.2
-21.8,-43.4
43.2,77
-4.6,-38.6
58.4,33
-35.6,144.4
-32.8,28.2
46.2,-116.2
36.6,-80.4
56,83.8
60.8,49.6
32.6,-101.2
19.4,-101.8
61.6,-148.6
5.8,-72.8
40.2,-81
30.4,112.2
35,-114.8
69.6,18
22.8,110.6
6.2,-57.4
46,-64.2
30,-83.2
52.4,-110.4
24.6,114.4
51.6,70.6
-28.2,-53.2
32.2,106.4
22,-99.6
44.8,78.2
44.2,-119.2
-31.6,18.2
-36.6,146
28,110.6
23.6,112.8
48,-65
40.8,42.6
43.6,142
0.6,100.2
-17.6,178.4
56.6,84.6
33,-94.8
47.4,-100.2
41.4,-85.8
32.6,-84.6
61.8,33
26.8,-81.2
50,-110
38.6,-86
-28,143.8
-17.8,-57.2
22.2,-105.4
32.6,131.4
38.2,-88.4
33.8,58.4
61.2,71
55.4,24.6
38.6,-85.2
10,-66
54.2,54.2
52,42
8.6,16
61.8,24.8
46.6,38.8
50.8,36
59.4,59.2
14.2,74.4
65.2,17.6
38,-102.2
38.8,27.6
69.4,31
36,-91.4
54.2,21.8
45.6,-87.8
-0.4,-65
38.8,45.6
26.4,115.2
28.6,78.2
-21.2,-50.4
44.4,-75.6
43,21.8
40.6,-118.2
31.2,31.6
31.2,-85.2
27.6,120
-22.6,-45.8
5.4,102.6
65,25.2
64.8,-141.2
25.6,119
33.6,-117
-28,31.6
-11,-41.4
39.2,-98.4
5,6.6
55.8,-99
28.6,115
54.4,82.6
14.4,-16
18.4,-98.8
49.6,29.2
64.8,27.6
17.2,-89.2
37.4,38.4
-36.4,148.8
57,52.4
50.8,38.8
15.6,101.8
27.4,109.6
-21,144.6
44,-96
23.8,120.2
35.6,-97.8
-16.2,-49.6
13,-15.6
-14.2,-46.8
-34,18.2
3.8,-73.8
31.2,-83.8
34,-97.4
5,116.4
59.6,5
39,-98.6
45.2,17.2
56.2,-121
-8.4,-35.4
-30.2,121.8
58.2,25.2
26.4,118.2
66,28.6
26.2,-105
44.8,-95.4
34.2,73
30.2,77.6
58.4,40.6
34.8,-103.6
39.8,-107
55.6,87.2
60.4,120.4
-31,-58.8
-23.8,-47
63.8,-171.8
24.6,116.6
35.6,112.4
-22.2,-46.4
38.6,-89.2
62,66.8
22.8,110.4
-23,-45
-25.6,-49.4
16.8,-91.6
47.8,-98.8
34.4,-119
47.6,-55.6
54,90.8
53,90.4
-3.2,-43.4
57.8,54.8
-39,-68
41.4,-76.6
49.4,25.4
-8.4,-49.2
44.8,65.6
28.2,58.4
63.4,53.4
10.2,-68.8
33.2,-5.4
27.4,111.2
-19.6,-44.4
5.6,115.8
33.2,73.6
52.4,61.6
-32.8,25.8
42.6,44
43.8,-94.4
38,-84.8
-31,118.2
6.8,125
16.2,103.8
53.8,60.6
17.2,104
41,121.6
26.4,91.4
-9.8,-68
-28.2,28.2
-32.2,-62.6
25.6,89.2
35,-78.2
10.2,-61
36.2,-92.2
51.2,-101.8
47.4,-101.4
53,-3.6
27,89.6
32.8,-109.2
34.4,-119.6
-17.8,-48.6
38,-96
45.4,-97.6
25.6,109
49.4,136.4
-27.2,-49.4
35.4,-97.8
54.2,54.8
-36,-59
25.6,-98.2
33.8,112.4
15.6,100.4
29.2,51.4
27.2,82.4
57.4,57.4
9.8,123
40,-100.2
38.2,-7.8
42.8,26
54.8,63.6
-30.2,150.4
-24.6,-54.2
39.4,43.6
66.8,32.4
37,116.4
24.4,86.2
68,20.4
26.6,115.6
-33.2,149.2
27.6,79.4
29.2,-97.2
62.6,24.6
43.4,-95.4
34.2,-80.8
38.8,33.4
55,-2.4
44.4,-117.4
33,-107
40.8,-6.4
49,22.6
37.2,22.4
50.4,-107.8
41.8,123.2
31.4,-91.4
44.4,-78
37.4,-8.4
50.4,113.8
39.2,-85.4
34.4,-118.2
56,60.6
33.6,-101.2
-37.2,149.2
25,32.8
17.2,101.8
23,107.8
65.8,16.4
3.8,-76.2
32.8,74.8
33.4,117
46.2,-64
45.4,-93.8
14.6,101
-13.6,-70.4
24.8,117.8
39,48
48,114.6
-32,-56
53.8,84
-23.4,-47.6
34.2,-6.6
36.6,30
36,43.4
55.2,-108.2
39,-99.8
38,118.4
56.4,90
-9.6,-37.4
49.2,-124.2
40,140
35.2,-84.4
17.6,78
42.8,21.6
49.6,-105.2
47.6,-96.4
62.6,-151.2
-23,150.6
58.8,31.6
6.6,5.8
23.6,72.8
-19.2,-48
58.2,-7
35.6,-91
12.6,123.8
33.2,-96.2
-29.6,-53.8
47.2,20.6
30.6,-93.4
9.4,-67
-32.8,-58.2
33,107
26.2,117.8
40.6,30.8
56.2,27.2
42.4,-113
21,-103.8
-40.8,-66.2
44.4,-98
44,-76.2
32.6,118.8
52.2,30
16.6,99.8
37.6,118
36.8,-97.6
35.6,112
45.6,-120.8
21.4,-102.8
-0.4,35.8
-17.2,-42
54.6,43.2
8.4,-68.4
36.6,49.4
46.4,22.6
-20.4,-54.2
50.4,-101.8
61,4.6
32.2,51.4
15,-87.2
63.4,48.2
-26.8,-51.6
-6.8,106.8
23,77
-12.8,15.6
30.8,75.8
5.4,115.8
42.4,-84.4
55.6,-101.4
67.6,12.6
32.4,-85.6
54.6,71
62.4,14.8
30,106.2
45.4,-109.6
56,39.2
6.2,-0.8
-13,-40
33.8,47.6
52,47.2
-1,-80.4
9.4,-70.8
44.4,-97.2
66.8,27
25.6,59
27.8,95.4
37.8,-86.4
-24.2,17.6
55.8,54.8
69.4,30.2
60.4,8.4
-27.4,-53.2
-41.8,147
43.8,-123
-28.8,152
62.4,14.6
40,-80.4
45.2,-84
35.2,-91.6
-28.2,30.2
12.6,-1.4
39.6,-112
47.2,-72.4
-40.8,145.2
30.4,-93.2
30.8,-115.2
63.4,19.2
46.6,-97.8
58.2,34.8
53.2,31.8
30.4,114.8
11,-72.2
31.4,-82.6
63,-142
9.4,-13.2
46.2,25.6
50,-104.4
53.2,60
16.6,-24.4
68,24.2
66.2,21.6
44.2,-111
-18.4,-43.4
31.2,-101.6
48.8,-54.2
35.6,119.8
34,45.8
46,-90
46.8,-98.4
46.8,-122.6
57.8,55.2
-14.2,-75.8
68.4,22.4
69,-105
53.8,49.4
-19.6,-42.2
57.4,23
-7.2,111.6
19.6,-155.2
39,-120.8
38.8,35
52,38.2
34.8,118
-4.4,-44.6
-25,27.2
57.2,-7.4
-21.2,-51
31.6,111.2
25.2,87
50,24.2
6.8,101
8.2,77.2
20.4,105.6
-33.4,141.2
29.4,51.6
58.4,32.6
-36.8,147.6
59,32.6
41.4,-78.4
8.4,-74.6
22,-99.2
35.2,115
40,-1.6
33.2,75.8
59.8,-163.2
59.2,60
31.4,-84.4
-5.8,-40.6
13.8,5.4
-17.4,124
30.8,-98
31.6,54.4
5,97
50.4,26
34,-112.8
-23,-49.2
-24,-52.6
36,-80.4
21,110
52,-99.6
48.4,43.8
50.6,34.4
30.4,-87.2
31.4,31.2
47.2,-116.2
-25,-49.4
28.8,103.8
40.4,20.6
50.8,59.2
-7.6,-39.6
31.2,-93
37.4,-99
23.6,116
4.4,-75.4
-0.6,73
38.4,-8.8
-30.4,-51.6
16.4,99.4
-28.6,-63.8
50.4,-111.8
35.4,-101.8
49,38.2
45.4,64
39.6,-105.6
19,73.4
-13,45.2
-33.6,20.2
52.4,136.4
45.6,-120.4
-34.2,18.8
32.2,47.8
-33,148.4
36.8,7.4
41.4,-93.6
21.8,-99.6
25.2,78.4
52.4,47.4
36.8,44
2.2,103.2
32.2,119
6.8,124
34.2,-80
33.8,-80.6
-32.4,24.6
-33,-62.6
44.8,-62.8
-9.2,-68.8
-10.6,-39.6
-8.8,-37.8
50,-102.4
46.2,-81.8
47,36.6
-36.6,-63
28,75.2
38,-85
26.8,-109.8
47.4,-65.6
45,-76.6
57.6,30.2
-23.6,145.2
45.4,141.8
-7,-40
56.2,46.4
4,-76.2
44,43.2
18.4,42.6
-17.6,-40.4
56,11.6
-4.2,-41.8
62.8,8.2
-29,151
41.8,126.8
59,23.6
12.8,45
29.8,122
19.2,99.2
33.6,109.2
34.4,-117.4
29,-100
39.8,-74.6
-13.8,-172
48.8,-102
48.4,114.8
55.2,-129.2
-23.8,-47.8
40.8,0.8
51.4,-108.4
32.8,51.4
25.4,109.8
23,-103.2
54.8,-114.2
13.8,20.8
39.6,42.4
43.2,-102.6
34.4,-94.2
40.8,29.6
-26.8,-55.4
55.2,-115.4
57.2,61
50.4,-97.6
39.4,113.4
36.4,23
40,-91.6
38.6,-99
46.4,-110.2
57,55.2
23.6,111.6
7.2,-58.6
41.2,-79
30.8,-97
50.6,72.8
38.4,-2.4
64.8,29.6
-4.2,122.4
-42.8,-65
-28.2,-48.8
39.6,-86
45.8,-69.8
44.6,-72
51.2,50
63.2,26.8
41,39
-5,122.6
47.6,131
39.6,-104.6
-36.8,143
58.4,55.2
-6.2,39.4
22.2,-102
-12.2,-76.8
56,-118.2
42.8,126.2
48.8,44
45.4,-63
58.4,-3.6
36.6,-114.6
32.4,-85.2
9.2,29.8
18.4,100.8
39.6,-80.8
44.6,-96.8
-37.4,-58.4
55.8,60
38.4,-3.4
44.2,-124
37.8,-105
40.2,-81.6
45,-69.2
32.8,-99.8
41.6,45.8
38.8,-86
35.8,114.6
-33,18.8
17.4,-99.4
43,23.8
-2.4,120.8
41,-98.4
16.6,-94.6
13.4,77.2
-37.2,143.8
-36.4,143.2
25.8,-99.2
54.2,49.6
48,23.8
5.4,-73.4
25.4,82.4
25.6,107.2
21.8,69.8
46.6,-65.8
17.4,103
-23.4,-45.4
45.2,-122.4
30.4,-96.2
30.6,-92.8
59,43.2
-24.8,-65
54.8,83.4
42.6,-77.6
41.8,-109
66.8,23.2
-5.6,-39.4
39.8,-92.6
44,-102.2
40.2,-103.6
-28.2,145
35,-88.4
37.6,-90.4
28.4,75.8
-28.8,23.6
53.6,102.2
34.4,-96.2
57.6,56.4
48.8,133.4
38.6,-122.2
67.4,26.6
70.6,-50.2
-34,-55.8
-24,29.4
33.2,75.2
31.6,-94.8
32.6,-83.4
20.6,-99.2
51.4,78.2
-40.4,176.4
45.6,-92.8
42.2,14.6
55.2,53.8
11.8,102.8
49,-114
33,-7.6
43,-9.4
34.6,-78.4
67.4,16.2
-31.2,-64.2
52.8,-104.6
58.2,29.2
-11,-38.8
18,-94.4
60,17
47.6,33.8
12.4,108.2
33.8,131
31,-83
3.8,-61.4
30.8,-94.6
-34.4,147.8
38,32.2
-3.6,-80.4
42.6,-77.4
40.8,-77.2
59.6,25.8
42,-121.8
-34,136.2
32.4,114.8
49.8,-100.2
37.8,29.6
40.2,-122.6
29.2,95.2
51.2,42.6
19.4,-71.8
12,4
23.8,72.6
57,65.2
47.2,-98.2
-31,143
38.2,-108.4
4.2,114.2
23,111.2
10.6,122.8
56.8,62.2
-0.4,102.6
-14.2,-48.2
40.2,-97
7.2,3.4
25.6,74.8
39.2,27.8
58.8,-122.6
11.2,7.6
5.2,-4.6
37.6,-93.6
19.8,-102
48.4,-97.4
-32.8,26.2
64.2,16.2
59.8,10.2
-39.2,176.8
-37.6,-60
51.2,-56.8
22.2,-101.4
55.8,-160.4
66,15
40,-89.6
50.2,30.4
54,52
61.4,50.6
40.2,-97.8
54.2,17.2
34.4,70.4
44,67
-5.2,-49.4
50.2,117.4
39.8,-88.6
-6.2,35.8
36,-91.6
-28,-65
26.8,58
18.2,-91.2
36.2,5
38.4,-87.4
49.8,-57
3,99.8
19.6,109.4
-5,104
52.8,38.2
16,76.6
-33.4,149.4
26,117.4
33.2,73.2
39.2,-104.2
29.2,-102.2
34.4,49.6
34.2,77.6
58.6,33.4
59.4,32
-18.2,-49.8
54.2,83.8
26,112.2
33.4,-85.2
41.6,-2.6
37.8,-93.4
-20.6,-45.2
35.6,8.4
33.4,35.2
46,-112.4
-4.4,-79.4
58.8,61.6
41.2,-96.6
42.8,-82
24.2,77
44,-111.4
34.6,134.2
43.8,132.8
49,-55.6
40.4,-93.8
46.4,-122.8
49.8,29.2
42.8,47
57.2,107
32.6,112
48.2,-53
53.4,42.6
39.4,-101.6
46.2,32.6
52,39.8
46.8,-98.8
51.4,69.8
39.4,23
-18.6,-46.6
49.4,26.2
34.6,-78.2
-16.6,-55
38.4,-8.6
18.2,-90.8
-35,-64.4
55.8,-6.4
44.2,27.2
16,75.6
-32.6,147.6
-29.8,138
46.8,-103.4
-28,-59.4
49.6,33.8
29.8,79.4
58.4,-6.2
36.4,-80.4
-15,-39.8
45.2,-99.6
57.4,18.8
22.6,71.6
48.8,40.4
-34.8,116.6
-18,-70.2
51.8,-102.4
41.6,122
-13.4,-44.2
28.4,83.6
-28.4,-54
38.2,-81
40.2,-96
59.4,42.8
55.8,22.6
13.6,77.8
24.4,114.8
30.6,-85.4
48,25
65.6,28.6
-44.6,171
66.4,21.6
53.4,74.4
-21.2,-46.6
48.4,-102
-21,-44
45.2,82.4
60.6,6.2
-23.2,-52.6
62,-7.6
19.2,110.6
42.8,21.2
22.4,-103.4
-32.8,138.2
35.6,-120.4
50.6,34
65.2,27.2
10.8,-75
7.4,-72.6
39,-83.4
29.8,93.2
14.2,-87.8
46.8,43.2
35.4,-106.4
-16.4,145.2
-13.4,-72
53,-168.8
45.2,42.2
48.4,23.8
35,-118.6
26.8,73.6
55.6,52.4
-34.8,118
26.4,-106.4
-20.6,145.4
21.8,69.4
55.2,67.2
29.4,71.6
-31.8,118.6
-23,147.8
21.8,73.2
-12.6,-49.2
43.8,-73.4
54.8,83.6
27.6,-101
31,-81.6
54.8,21.6
34.8,-117
-21.8,143.4
22,74.8
47,37.8
53.6,39.4
24,109
-28.4,-52
34.6,115.8
38.2,-93.2
-21.4,25.4
-29,30
-29.8,17
59.4,29.2
30.4,116
40.8,-114
60.8,-46.2
69.6,27
54.4,45.8
38.4,-93
64,16.2
33.2,52.2
56.6,65
58.2,14.8
68.8,-52.4
-35,149.6
44,-108.2
6.6,81
22.4,-98.2
42,42.2
-29,28
39.6,142
50.8,40.6
9.2,-78.2
33.8,-6.4
45,44
-31.2,121.4
40.2,-91.6
45.6,-93.6
42.8,-93.6
33,76.4
1.2,173
40.2,-109.8
65.2,73.4
34.8,-103.2
28.2,51.4
57.6,27.6
41.2,-87.2
-18,-47
-15.2,-42.6
-8.8,-36.4
14,122.6
6.2,-75.2
38,21.6
-16.2,-56.6
-7.8,-38
30.6,122
25.2,76.2
64.2,-149.2
22.2,110.6
16.8,74
29.8,54.2
31.8,-9.2
39.4,19.8
-24.4,-51.8
46.6,-68.2
-22.4,27
50.8,43
42.8,125.2
-18.8,145.8
57.6,48.4
40,-82.4
33.6,-97.6
9.8,-74.8
42.6,0.6
-20.8,-46
30.2,-91.8
52.6,43.6
-23.2,-49.6
43.2,-83.4
1.2,110.6
33.2,-116.8
-4.8,-43.4
-20.8,-48.2
35.2,-98.6
11,77.6
26.4,99.2
6.2,6.4
-23.6,145.8
52,24.6
38.8,-98.6
36.8,-77
56,34.4
46.2,-64.2
6.6,-58.6
48.2,28.2
18,73.4
33.6,-83.8
-29.8,22.6
-23.4,30.6
29.2,-83
-4.8,-44.6
32.8,119.6
52.2,38.4
-3.8,103.8
41.6,-7
42.2,-88.8
36,48.6
45.6,-94
37.8,40.2
32.4,-81.6
56.4,53
42.4,-122.2
57.6,63
56.8,60
35.8,7.4
45,-89.6
69,27.6
48.6,30.2
45.8,-103.4
60.4,45.4
18.4,73.4
35.2,138.4
47.8,-53.4
-6.4,-48.2
-33,144.2
48.2,-67.4
11.4,78
13.4,2
42,43.8
40.8,-122.8
33.4,-99
22.8,73
60,10.4
45,42.8
38,-93
44.4,-93.4
17.2,104.2
54.4,55.6
50,-102.6
-35,147.6
-32.6,151.6
53.8,-107.8
52.8,-107.6
-33.6,116.6
60.6,44.2
26.4,87.8
64.2,27.6
55.8,22.4
56,-2.4
65.6,59.4
31.6,-84
62.2,22
6.4,38.2
30.6,111.6
15.4,103.2
62.4,26.4
32.4,-9
11.6,79.2
37.8,-95.2
26,119.6
47.4,-124
50.4,71.6
45,-91.2
61.6,-149
-20.4,164.4
26,49.8
35,117.4
27.4,-81
-20.8,-48.8
57,14
57,13.6
-22,-51.4
48.2,40.8
38.2,26.2
43,-73.8
53.4,-129.4
-32,141.4
40.2,38.2
-29,-51.8
6.4,3.8
10.8,-69.4
33.6,133
22.2,107.6
50.6,37.2
35.2,-77.4
54.4,30.4
-27.2,-64.8
-21.2,-43.6
63,9.2
-15.6,-70.2
9.8,99
41.6,69
42.2,-112
31.4,115.8
55.4,32.4
34.4,-79.6
18,73
56.4,47
3.2,19.8
57.6,40.8
-34,19.6
34.2,-100.4
-18,15.8
-22.4,-60
52.8,34.4
40.2,-88.2
35.2,-96
-25.8,148.6
-24,151.4
41.4,-91.8
35.8,-115.2
33.6,-95.6
35.6,-87.8
39.6,-123.8
55.6,35.4
51.6,43.2
55.4,12.4
46.8,20.6
32.4,106.8
47.8,-65
-26.8,143.2
53.4,83.4
36.6,112.4
37,30.8
-34,115.2
2.8,-60.8
-8.6,20.6
47,-116.8
54.8,46.4
47.2,41.2
7.2,-71.2
23,115.8
-28,23.8
34.8,-1.8
-1,-50
32.6,-101.4
27.2,-108.4
48,-99.8
68,13.6
30.2,75.2
56.2,86.4
55.4,78.4
-38.2,147.4
-51.6,-72.4
44.4,-95.4
-43.2,170.6
19.2,-101.8
34.4,-102.6
-32.6,-61.8
35.2,136.4
24.8,-105.4
25.4,51
63.6,11.6
36.8,-78.2
44.2,-80.8
-35.4,140.6
35.8,48.8
9.4,-75.6
42,-75.4
44.2,-81.6
58,57.6
-18.6,146.2
40.6,80.4
-25.4,-53.4
56.6,59.8
23.6,75
46.6,74.4
40.8,44.2
36.6,-4
64.4,39.6
63.8,117.8
35.8,12.8
26.6,111.8
9,-71.2
65.6,12.2
-18,138.8
41,-107.6
30.8,50.4
40.6,-93.4
34,-102.4
-33.8,137.8
38.6,-3.6
50.6,38.6
26.2,113.6
21.2,-104.8
36.8,59.2
1.2,124.6
-19.8,-43.4
-25,31.2
40,-86
51,50.2
46,-71
55,72.6
53,46.2
49.8,33.8
49.4,-96.4
60.2,-154.4
24.6,117
19.6,-70.8
35.2,-111.8
59.2,14.6
44.6,-85.8
37.4,-105.4
29,-104
-11.6,-77.2
-17.8,145
45.8,-88.2
-4.2,-63.2
39.8,-120.2
35.8,-76.6
49.4,-83
6.6,100.2
-0.4,36.8
48.4,73.2
17.2,76
32.2,73.8
-32.2,118.6
37.2,139.8
-25.2,27.2
39.2,38.8
49.6,-117
10,-69.4
41.2,41.6
-1.4,-78.6
-36.6,142.2
54.4,55.2
48.2,-99.8
57.4,41.2
26.6,110.2
41.2,-97.4
36.4,-91.4
36.6,30.6
37.6,37.8
60.6,34
-33.4,-58.4
-5.2,103.8
29.8,-99
35.8,-92.6
44.4,-93.6
34.2,74.8
35.6,-85.4
43.6,-80.8
47.8,-96.4
-3.8,-62.2
24.4,112.2
48,-110.8
34.8,128
10.4,-74.2
49.2,136.4
24.2,115.8
27.8,113.6
8.8,98.8
28.4,107.8
-36,143
26.8,-112
-22,-57
44,-79.8
63.4,16.4
40.4,-104
49.4,57.4
28,104.4
-13.4,-39.8
4.8,-73.4
45.6,-77
35,-98.8
8.4,4.6
-26.8,26
32.2,113.2
25.8,-99.6
-30.6,-64.4
41.4,-82.6
30,-103.2
32,-6.8
31.2,107.4
-4,-39.4
-22,-42.8
61.4,16.2
23.2,72.2
40,-102.4
29.8,-108
22,109.2
31.8,120
-4.8,34.8
58.8,23
-37.6,142.4
54.4,41.8
39.2,34.4
13,78.8
44,-87.8
-6.4,-39.4
48.6,-98
3,-61.2
55.8,85.8
42,-100.8
41.6,-88.6
43,-73
42,-88.6
35,25.2
16.6,42.8
44.4,24.6
52.8,-105.4
19.4,99.6
62.4,28
52.6,-113
56.4,25.8
27.4,120.4
-26.6,-59.8
42.8,25.6
43.4,-112.4
-35.4,-58.4
-25.6,-57.6
36.6,50.4
-6.8,-60.4
43.6,145
41.8,-104.2
-32.2,26.8
41.2,24.4
-14.2,-39.4
35.6,113.4
-45.4,169.8
10.4,78.6
39,-108.2
0,117.4
41.4,-4
47.4,41.8
-32,149.2
-44.8,169
41.2,-6.4
39.6,-106.4
36.8,113
61.4,26.6
26,86.6
36.8,140.6
-19.6,-41
13.4,-86.6
42.8,-85.4
35.2,-75.6
42,140.8
-18.2,47.6
45,38.8
34,59.2
38,91.8
-21.6,-46.4
30.6,74.2
18.2,-100.6
11,107.2
28.8,79.2
21.4,-101.4
-8.4,-35
29.6,-81.2
28.6,115.6
-27.8,-67.6
33.4,-6.2
25.4,78.6
33.2,119.4
69.6,-162.8
27.8,77.2
-15.4,-42.6
56.4,74.4
-38,-60.2
36.8,-79.2
54.2,54
67.8,25.2
-28.6,-51.2
52,48
57.4,40.8
13.2,-14.2
16.6,81.6
31.6,-106.2
53.4,31
26.2,114.8
43,23.6
-24.4,-48
32,-84.6
54.2,15.6
-3.6,128
54.4,-126.2
40.8,-103.2
-32.8,116.2
50,-110.4
-17.6,-70
20.2,-100.4
40.6,-77.2
36.4,-90.8
39.6,-76.6
41,47.8
35,-108.4
29.8,106
18.6,72.8
14.8,44
30.4,-90
24,71.8
-10,-37
65.6,23
30.8,75.2
16.4,-93.2
36.8,-104
34.4,51
35.8,36.8
56.8,-101.2
54.6,18.8
43.8,-98
49,-56.2
53,63.4
31,-92.4
45,-78
18.2,99.4
37.8,37.2
43.8,-74.6
16.4,-61.4
30,77
-33.8,116.6
54,47.2
18.2,-93.6
45.2,-76.8
23.8,112
43,143.4
33.8,59
-17.4,-63.4
5.2,-72.6
16,73.6
24.8,117.2
57.8,26.6
25,74
16.6,-96
66.4,52.6
42,1.6
59.6,12.2
50.6,43
53.8,91.4
59,50.6
28.2,103
55.2,63.8
37,34.6
37.2,-99.4
37.8,-95.8
58.2,46.6
55.6,53
24.2,102.2
-22,149.4
51.4,38.4
22.6,77.8
-1,36.6
-23.8,-53.4
42,23.4
40.4,36.8
43.8,39.4
67.6,15.8
-27.4,-51.2
18.2,74
57.8,29.6
16.4,-97.2
56.2,53
33.6,-95.8
-20.8,-49
30.2,-110.2
-33.4,117
42.6,22
37.8,116.8
31.6,-116.6
-20,140.4
55.2,84.2
-22.6,149.6
29,58.4
37.4,110.6
58,-136.2
43.8,-97.4
45.6,-88
44.4,-1
11.8,76
-5,18.8
46.6,30.8
-10.8,14.2
39.4,35.2
48.6,39
57,52.6
35.8,113.4
48.2,-98
56.6,32.4
-29.6,31.2
-23,-51
-21.2,-44.2
-13.8,-41.4
27.2,111.4
31,41
34,-81.8
54.4,33.8
64,19.4
35.2,-93.8
36.8,11.8
35,108
52.4,104.4
15.8,-87
42.8,-92.8
41.2,-78
48.4,-119.4
-29.4,-49.8
39.4,-6.8
46,22.4
41.8,22.6
-16.6,-44.8
-21.4,-48.8
61.2,77.4
56.4,83.6
67.4,-133.8
36.2,128.4
-0.6,36.2
48.2,38.4
31.8,-110.2
48,44
68,27
26,118.2
32.4,14.8
46,-108.8
32.2,52.2
53.8,-113
46.2,-89.8
-6.8,-70
70.2,21.8
33.2,-98.6
47.8,66.6
62.2,49
50.8,113.8
46.4,-103
39,-76.2
45,-88.8
36.2,138
49.4,-100
32.6,-80.4
45,-76.4
5.2,96.2
22.8,90.6
-49.4,70.2
-36.2,147.6
21.8,107
32.8,-85
25.2,45.4
29.2,78.2
36.4,-85.4
33.2,133.2
42.6,140.2
36.8,-3.8
25.4,87.6
-38,141.6
19,-102.6
-3.4,102.8
41.2,-90.8
24.4,102.2
29.6,103.8
32.4,-106.2
26.8,-98.6
62.4,28.4
-25.8,151
14.4,-89.8
55.6,32
40.6,-124
41.2,-97.6
-24.2,30.4
34.4,-81.8
54.8,-102
54,56
-29.6,28.6
54.2,40.4
-22,-56.6
34,74.4
44.4,-96.6
-35.2,147
24.8,119
26.2,108.4
55.8,52.2
-43,173.2
57.4,39.6
49.8,29.6
57.6,94.6
62.2,27.6
-6.6,105.6
43.4,127.2
25,-100.6
49.8,-123.2
28.4,116.2
47.2,-96.6
37.2,140.8
57.6,59.2
27,110.2
67,25.2
31.2,130.8
29.4,104.8
-14.2,-56.4
39.6,98.4
18.8,-70.4
-37.2,145.8
50.8,26.4
38.2,-109.2
43.4,144.8
32.2,118.2
28.4,-82.2
54.6,78.6
-25,-64.6
64.4,26
-20,-69.6
-20.6,-51
-33.6,-64.4
14.4,99.8
69.4,86.2
1.6,-77
41.8,-90.8
6,116.6
-24.8,25.8
49.8,35.6
37.2,40
44.4,-81.2
27,117.8
-5.6,-43.4
-32.2,28.4
46.6,42.2
48.4,-80.4
5.2,-2
35.6,-100.2
52.4,53.2
45.6,24.4
36.6,32.6
-19.2,-45.2
40.4,68.8
-38.4,-60.4
-7,113.8
27.8,71.4
34.6,-80.8
55,73.6
-41.2,-71
35,135.4
39.8,19.8
37,-96
-15,-71.2
9,-69
-4.8,-38.6
32,75.6
63.4,27.4
31.6,112.2
39.8,-102.4
42.4,59.6
41.6,43
43.4,-81
44.4,-101.2
55.8,27.4
53.8,83.2
45.4,125
37.8,-117.8
-15.2,-56.6
33.4,-92.8
33.4,6.8
46.2,-99.4
30,121.6
66.2,26.6
32,114
23.6,-103.4
27,120.2
22.8,-98.2
-26.4,146.2
42.4,24.4
48,30.8
-30.8,-52.2
40.6,-84.6
33.8,-5
-22.6,-47
38.2,-7.6
3.4,-76.6
46.4,-102.6
57,91.4
41,31.6
34.6,-79.2
46.2,-101.4
-41.4,-73.6
21.4,79.2
33,52.6
18,105.8
41.6,-91
41,-90.2
35.2,119.2
48.2,-82.4
-31.6,-66.2
34,-96.6
28,77.6
24.2,72.2
-23.4,-45.6
10.2,104.6
6.4,12.6
33,-93.2
50.2,34.4
39.8,-106.8
22.2,85.2
40.4,-90
60.8,-145.6
32,-86.2
-2,-80.2
45.4,-77.2
48.2,-104.4
34.4,-117
-21.4,-51.8
29.6,67.8
31.8,-82.6
45.2,-109.6
-33.6,135.6
-36.6,146.8
-1.2,-46.4
-34.6,-64.2
28.8,121.6
31.8,65.6
37.8,-84.8
-37,143.2
33.8,117.4
60.2,16.2
24.6,-77.8
32.8,-80.6
61.6,-72
6.2,-72.8
44,-81.2
52.6,-122.6
-22.6,27
29.4,-100.8
10.4,-63.2
54.8,22.8
25.8,117.6
28.4,115.2
11.8,30.8
39.6,-88
54.4,77.2
39.6,-92.6
41,28.2
34.6,-105.2
44.8,44.2
-9,-39.2
33.4,117.6
52.2,47.8
38.8,-122.8
39.8,-80.6
30.8,31.8
11,125.4
43.6,23
28.6,118
15,-86.8
37,-119
-15,-70.6
56.8,42
27.2,53.6
24.2,109.4
-11,-76
57,21.8
-35.6,150
47.2,-101.8
42.6,-123.6
40.6,35.2
-33.8,-54.2
16.6,-96.6
61,22.2
9.8,105.2
47.2,-111.4
-8,-38.4
40.6,49.6
51.6,-9.4
-42.2,-71.6
54.8,86.6
26.8,118.8
